# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MCH1	YDL054C	YDL054C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
MCH2	YKL221W	YKL221W_mRNA	protein_coding	0	0	1	8	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	6
MCH4	YOL119C	YOL119C_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
MCH5	YOR306C	YOR306C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MCK1	YNL307C	YNL307C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MCM1	YMR043W	YMR043W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MCM10	YIL150C	YIL150C_mRNA	protein_coding	0	4	1	20	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4	18
MCM16	YPR046W	YPR046W_mRNA	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
MCM2	YBL023C	YBL023C_mRNA	protein_coding	1	0	0	51	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	23
MCM21	YDR318W	YDR318W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MCM22	YJR135C	YJR135C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MCM3	YEL032W	YEL032W_mRNA	protein_coding	2	1	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2
MCM4	YPR019W	YPR019W_mRNA	protein_coding	0	1	1	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3
MCM5	YLR274W	YLR274W_mRNA	protein_coding	0	11	0	91	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	11	65
MCM6	YGL201C	YGL201C_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
MCM7	YBR202W	YBR202W_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
MCP1	YOR228C	YOR228C_mRNA	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
MCP2	YLR253W	YLR253W_mRNA	protein_coding	0	6	1	48	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	6	15
MCR1	YKL150W	YKL150W_mRNA	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
MCT1	YOR221C	YOR221C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MCX1	YBR227C	YBR227C_mRNA	protein_coding	0	2	2	48	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	2	19
MCY1	YGR012W	YGR012W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MDE1	YJR024C	YJR024C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MDG1	YNL173C	YNL173C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MDH1	YKL085W	YKL085W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MDH2	YOL126C	YOL126C_mRNA	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
MDH3	YDL078C	YDL078C_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
MDJ1	YFL016C	YFL016C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MDJ2	YNL328C	YNL328C_mRNA	protein_coding	0	1	2	39	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	1	18
MDL1	YLR188W	YLR188W_mRNA	protein_coding	0	0	2	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3
MDL2	YPL270W	YPL270W_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
MDM1	YML104C	YML104C_mRNA	protein_coding	0	12	11	44	0	0	0	0	28	0	0	11	0	0	0	0	0	0	0	12	16
MDM10	YAL010C	YAL010C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
MDM12	YOL009C	YOL009C_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MDM20	YOL076W	YOL076W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MDM30	YLR368W	YLR368W_mRNA	protein_coding	0	3	3	20	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	3	13
MDM31	YHR194W	YHR194W_mRNA	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
MDM32	YOR147W	YOR147W_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MDM34	YGL219C	YGL219C_mRNA	protein_coding	0	0	1	41	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	23
MDM35	YKL053C-A	YKL053C-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MDM36	YPR083W	YPR083W_mRNA	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
MDM38	YOL027C	YOL027C_mRNA	protein_coding	0	5	3	19	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	5	1
MDN1	YLR106C	YLR106C_mRNA	protein_coding	0	1	3	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	2
MDR1	YGR100W	YGR100W_mRNA	protein_coding	2	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
MDS3	YGL197W	YGL197W_mRNA	protein_coding	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MDV1	YJL112W	YJL112W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MDY2	YOL111C	YOL111C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MEC1	YBR136W	YBR136W_mRNA	protein_coding	1	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
MEC3	YLR288C	YLR288C_mRNA	protein_coding	1	19	4	105	0	0	0	0	56	1	0	4	0	0	0	0	0	0	0	19	49
MED1	YPR070W	YPR070W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
MED11	YMR112C	YMR112C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MED2	YDL005C	YDL005C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MED4	YOR174W	YOR174W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MED6	YHR058C	YHR058C_mRNA	protein_coding	1	0	0	7	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	3
MED7	YOL135C	YOL135C_mRNA	protein_coding	1	0	1	6	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	3
MED8	YBR193C	YBR193C_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
MEF1	YLR069C	YLR069C_mRNA	protein_coding	0	7	2	40	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	7	15
MEH1	YKR007W	YKR007W_mRNA	protein_coding	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MEI4	YER044C-A	YER044C-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MEI5	YPL121C	YPL121C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MEK1	YOR351C	YOR351C_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
MEO1	YBR126W-A	YBR126W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MEP1	YGR121C	YGR121C_mRNA	protein_coding	0	5	0	77	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	5	51
MEP2	YNL142W	YNL142W_mRNA	protein_coding	0	0	1	6	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2
MEP3	YPR138C	YPR138C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MER1	YNL210W	YNL210W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
MES1	YGR264C	YGR264C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
MET1	YKR069W	YKR069W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MET10	YFR030W	YFR030W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MET12	YPL023C	YPL023C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MET13	YGL125W	YGL125W_mRNA	protein_coding	2	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2
MET14	YKL001C	YKL001C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MET16	YPR167C	YPR167C_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
MET17	YLR303W	YLR303W_mRNA	protein_coding	1	1	1	27	0	0	0	0	13	1	0	1	0	0	0	0	0	0	0	1	14
MET18	YIL128W	YIL128W_mRNA	protein_coding	0	9	8	42	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	9	22
MET2	YNL277W	YNL277W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MET22	YOL064C	YOL064C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MET28	YIR017C	YIR017C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MET3	YJR010W	YJR010W_mRNA	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2
MET30	YIL046W	YIL046W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
MET31	YPL038W	YPL038W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MET32	YDR253C	YDR253C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
MET4	YNL103W	YNL103W_mRNA	protein_coding	2	2	2	14	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	2	13
MET5	YJR137C	YJR137C_mRNA	protein_coding	0	1	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	11
MET6	YER091C	YER091C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MET7	YOR241W	YOR241W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MET8	YBR213W	YBR213W_mRNA	protein_coding	0	1	5	60	0	0	0	0	36	0	0	5	0	0	0	0	0	0	0	1	24
MEU1	YLR017W	YLR017W_mRNA	protein_coding	1	4	0	31	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	4	4
MEX67	YPL169C	YPL169C_mRNA	protein_coding	1	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
MF(ALPHA)1	YPL187W	YPL187W_mRNA	protein_coding	0	0	2	4	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3
MF(ALPHA)2	YGL089C	YGL089C_mRNA	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
MFA1	YDR461W	YDR461W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MFA2	YNL145W	YNL145W_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
MFB1	YDR219C	YDR219C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
MFG1	YDL233W	YDL233W_mRNA	protein_coding	0	0	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5
MFM1	YPL060W	YPL060W_mRNA	protein_coding	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
MFT1	YML062C	YML062C_mRNA	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1
MGA1	YGR249W	YGR249W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MGA2	YIR033W	YIR033W_mRNA	protein_coding	2	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
MGE1	YOR232W	YOR232W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MGL2	YMR210W	YMR210W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MGM1	YOR211C	YOR211C_mRNA	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
MGM101	YJR144W	YJR144W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MGR1	YCL044C	YCL044C_mRNA	protein_coding	0	2	0	43	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	2	17
MGR2	YPL098C	YPL098C_mRNA	protein_coding	1	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4
MGR3	YMR115W	YMR115W_mRNA	protein_coding	1	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1
MGS1	YNL218W	YNL218W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MGT1	YDL200C	YDL200C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MHF1	YOL086W-A	YOL086W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MHF2	YDL160C-A	YDL160C-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MHO1	YJR008W	YJR008W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MHP1	YJL042W	YJL042W_mRNA	protein_coding	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3
MHR1	YDR296W	YDR296W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MHT1	YLL062C	YLL062C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MIA40	YKL195W	YKL195W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MID1	YNL291C	YNL291C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MID2	YLR332W	YLR332W_mRNA	protein_coding	0	6	0	60	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	6	40
MIF2	YKL089W	YKL089W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MIG1	YGL035C	YGL035C_mRNA	protein_coding	0	7	1	44	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	7	14
MIG2	YGL209W	YGL209W_mRNA	protein_coding	0	1	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	16
MIG3	YER028C	YER028C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIH1	YMR036C	YMR036C_mRNA	protein_coding	0	0	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4
MIL1	YFL034W	YFL034W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MIM1	YOL026C	YOL026C_mRNA	protein_coding	0	0	0	27	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1
MIM2	YLR099W-A	YLR099W-A_mRNA	protein_coding	0	0	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16
MIP1	YOR330C	YOR330C_mRNA	protein_coding	1	13	10	39	1	0	0	0	24	0	0	9	0	0	0	0	1	0	0	13	15
MIP6	YHR015W	YHR015W_mRNA	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MIR1	YJR077C	YJR077C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
MIS1	YBR084W	YBR084W_mRNA	protein_coding	0	9	5	53	0	0	0	0	41	0	0	5	0	0	0	0	0	0	0	9	12
MIT1	YEL007W	YEL007W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MIX14	YDR031W	YDR031W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MIX23	YBL107C	YBL107C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
MKC7	YDR144C	YDR144C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
MKK1	YOR231W	YOR231W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MKK2	YPL140C	YPL140C_mRNA	protein_coding	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
MKS1	YNL076W	YNL076W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MKT1	YNL085W	YNL085W_mRNA	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
MLC1	YGL106W	YGL106W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
MLC2	YPR188C	YPR188C_mRNA	protein_coding	0	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13
MLF3	YNL074C	YNL074C_mRNA	protein_coding	2	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
MLH1	YMR167W	YMR167W_mRNA	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MLH2	YLR035C	YLR035C_mRNA	protein_coding	0	5	7	50	0	0	0	0	41	0	0	7	0	0	0	0	0	0	0	5	9
MLH3	YPL164C	YPL164C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MLP1	YKR095W	YKR095W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MLP2	YIL149C	YIL149C_mRNA	protein_coding	0	9	8	61	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	9	53
MLS1	YNL117W	YNL117W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MME1	YMR166C	YMR166C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MMF1	YIL051C	YIL051C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MMM1	YLL006W	YLL006W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
MMO1	YKL044W	YKL044W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MMP1	YLL061W	YLL061W_mRNA	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
MMR1	YLR190W	YLR190W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MMS1	YPR164W	YPR164W_mRNA	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
MMS2	YGL087C	YGL087C_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
MMS21	YEL019C	YEL019C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MMS22	YLR320W	YLR320W_mRNA	protein_coding	0	5	2	26	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	5	25
MMS4	YBR098W	YBR098W_mRNA	protein_coding	0	0	2	4	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	2
MMT1	YMR177W	YMR177W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MMT2	YPL224C	YPL224C_mRNA	protein_coding	0	0	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2
MND1	YGL183C	YGL183C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MND2	YIR025W	YIR025W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MNE1	YOR350C	YOR350C_mRNA	protein_coding	0	0	1	7	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2
MNL1	YHR204W	YHR204W_mRNA	protein_coding	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
MNL2	YLR057W	YLR057W_mRNA	protein_coding	1	1	2	29	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	1	22
MNN1	YER001W	YER001W_mRNA	protein_coding	0	1	3	4	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	2
MNN10	YDR245W	YDR245W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MNN11	YJL183W	YJL183W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MNN2	YBR015C	YBR015C_mRNA	protein_coding	0	11	1	43	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	11	25
MNN4	YKL201C	YKL201C_mRNA	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
MNN5	YJL186W	YJL186W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MNN9	YPL050C	YPL050C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MNP1	YGL068W	YGL068W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MNR2	YKL064W	YKL064W_mRNA	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MNS1	YJR131W	YJR131W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MNT2	YGL257C	YGL257C_mRNA	protein_coding	0	2	2	19	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	2	6
MNT3	YIL014W	YIL014W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MNT4	YNR059W	YNR059W_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
MOB1	YIL106W	YIL106W_mRNA	protein_coding	0	0	1	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3
MOB2	YFL034C-B	YFL034C-B_mRNA	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
MOD5	YOR274W	YOR274W_mRNA	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
MOG1	YJR074W	YJR074W_mRNA	protein_coding	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15
MOH1	YBL049W	YBL049W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MON1	YGL124C	YGL124C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
MON2	YNL297C	YNL297C_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MOT1	YPL082C	YPL082C_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5
MOT2	YER068W	YER068W_mRNA	protein_coding	0	0	1	8	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	5
MOT3	YMR070W	YMR070W_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
MPA43	YNL249C	YNL249C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MPC1	YGL080W	YGL080W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPC2	YHR162W	YHR162W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPC3	YGR243W	YGR243W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPC54	YOR177C	YOR177C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MPD1	YOR288C	YOR288C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MPD2	YOL088C	YOL088C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
MPE1	YKL059C	YKL059C_mRNA	protein_coding	0	0	1	7	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	4
